sentence,label
The full survey will ensure every nook and cranny is inspected,Metaphor
I said do n't hold your breath Elaine,Euphemism
Wildski lets it go to his head,Metaphor
thick on the ground,Metaphor
Recruiting outsiders is a dead duck for the moment,Metaphor
They were knocking back drinks as if there were no tomorrow,Simile
"Imagine that despite your hard work, one day the bottom falls out of your market and you are unable to continue.",Euphemism
Let me tie the knot while you hold it securely.,Literal
Your best bet is to feed a leaf or two of blanched lettuce or spinach every few days and let them browse on it.,Metaphor
sing your heart out in the fun-filled karaoke room,Metaphor
Giving them a hard time down there. Is she ?,Metaphor
"Well, there was a time when it was a bolt from the blue.",Metaphor
And we 'll get that soppy big girl 's blouse with the dodgy knee who cries all the time.,Euphemism
It would require suicidal altruism to take up the cudgels for the Palestinians,Metaphor
his accustomed role of front-runner,Metaphor
"we tricked them into holding fire until we were about a mile out, then all hell broke loose",Metaphor
the sounds produced are a sort of sit-on-the-fence compromise between the two,Metaphor
there are people who not only get a kick out of such activities,Metaphor
Children often begin by smiling but end in tears,Metaphor
He did n't seem courageous enough to say boo to a goose.,Metaphor
"Hold your horses, mate. Here 's Charlie now",Metaphor
some of those desk jobs are hanging over your head,Metaphor
present the law as if everything was completely cut and dried,Metaphor
we are going to chew the fat with the il padrino,Metaphor
I 'm glad I 've broke the back of it.,Personification
Mr Smith 's finger was cut to the bone in the attack.,Literal
"Listen, you must not take it lying down",Metaphor
items to go under the hammer at a charity auction,Metaphor
Nausea swept over him in waves that left him hot and sticky and weak at the knees.,Literal
Carrie was in two minds about the situation,Metaphor
"Ashour, however, continued to play his game and kept his cool",Metaphor
It could mean the difference between a red-letter day and an empty basket.,Metaphor
I suspect that we were hearing the Minister 's swan song,Metaphor
drop in the inflation rate was cold comfort yesterday for the 2.74 million jobless,Euphemism
he 'll just collapse and give up the ghost,Euphemism
who haphazardly turn up on the off-chance of being asked to make up a foursome,Metaphor
so I should save your breath,Metaphor
"you 'd get hold of the truss and chuck it on your head, and go up the ladder like the deuce with it",Simile
the plans are gathering dust,Metaphor
"At the end of the day, she should be satisfied with her undertaking",Metaphor
"Your job hangs by a thread, he informed his subordinate cheerfully.",Metaphor
they 'll be just what the Doctor ordered,Metaphor
Manners that have gone by the board,Metaphor
Workers drop the ball on pensions,Euphemism
Mr Blakey 'll read the riot act.,Metaphor
being in trade was only admissible by the skin of his teeth,Metaphor
"So much pie in the sky, she remembered thinking later.",Metaphor
I 'm snowed under by work,Metaphor
She can be as sweet as pie,Simile
"his client had a""bee in his bonnet""about surgeons being able to work anywhere",Metaphor
"Skim-reading is fine if you are hoping only to get the""gist""rather than the finer points of a piece",Metaphor
"This too, will require a consultation period into the middle of 2007, by which time all bets are off",Metaphor
they may jump the gun and start,Metaphor
"He is also prone to jump to conclusions. So it may not, after all, have been you he saw",Metaphor
he will be a considerable influence in the corridors of power,Metaphor
She was all fingers and thumbs -- and worry,Euphemism
it provides an idea of the way the Palace would expect to pass the buck,Metaphor
"there were one or two that was a bit, got on their high horse",Metaphor
It is clear from this example that can cut both ways,Metaphor
He falls into working for a sinister entrepreneur who orders Joshua to put the frighteners on a late paying customer,Metaphor
"has he become possessive now he 's come of age ?""That 's nothing to do with it, ' she replied",Metaphor
like stink,Simile
New York is a dog-eat-dog society,Metaphor
Utd have shown they are in a league of their own for obtaining results when they matter.,Metaphor
The muscles in your jaw tighten and you end up biting your tongue.,Literal
"he did n't want to be interviewed by the press, so he simply closed up, lock, stock and barrel",Metaphor
Cup games bring relief from the cut and thrust of the League,Metaphor
make my day,Metaphor
"Unlike the Piano making concern at Woodchester near Stroud, it failed to stand the test of time",Metaphor
"lets have his name plastered all over the internet, dish the dirt, who cares ?",Metaphor
the siblings went the whole hog,Metaphor
he should play second fiddle to his better half,Metaphor
Peter Cullen was selected to help undo the PR damage and mend fences,Metaphor
She had a big cheese sandwich for lunch,Literal
quick as a flash,Simile
We 've put the cat among the pigeons,Euphemism
Then you 're a yellow-bellied piece of shit,Metaphor
he 's up to his ears in work,Metaphor
"Do n't push your luck, his father advised",Metaphor
"For the past 4 days, they 've been working around the clock and through the night.",Metaphor
"When this""dialogue of the deaf""broke down",Metaphor
The fund will give businesses a chance to develop which might otherwise not get off the ground,Metaphor
to tell you the naked truth they look absolutely impossible.,Personification
"the folk wisdom that you should always""put your best foot forward""is made amenable to experimental investigation",Metaphor
"Worrying about your problems, which seem larger than life at that time of night",Metaphor
Inspiration hit me like a bolt from the blue on the way home.,Metaphor
"All these bodies have an axe to grind, he warns.",Metaphor
All I know is that it tasted like nothing on earth ever tasted before,Metaphor
a shrewd politician who was able to mend fences,Metaphor
Paul was a loose cannon that the real apostles were glad to see,Metaphor
You 'd be given free rein to run the show,Metaphor
"That, she thought, will be the moment of truth",Metaphor
Did I hit a nerve or something ?,Metaphor
"First in Kiev, then in St Petersburg and elsewhere, Sunday schools appeared like mushrooms",Simile
I think it 's a long shot him signing for Leeds,Metaphor
they would give poor Skerne Park a kick in the pants along with Mr Hylsop,Metaphor
If you spend part of your working day on the move. Time is money and staying in touch is essential.,Metaphor
I 've got plenty of money in the bag,Literal
between a rock and a hard place,Metaphor
this is a good way to get your feet wet without paying for hosting fees,Metaphor
We are the black wolves of blood and iron,Metaphor
Speak out now or forever hold your peace,Metaphor
"Do what you want, but keep your nose clean",Metaphor
The sun made the buttes of mid-town Manhattan shine like fool 's gold,Metaphor
there is one bad apple in the basket,Literal
Eating the crap will never make me happy in the long run,Metaphor
Dresses and toiles had to fit like a glove,Simile
Workers can optimize until they are blue in the face.,Metaphor
some of us have passed our sell by date,Metaphor
"Time on your hands ? ' He smiled. ' Not really, I was just enjoying the view",Metaphor
if that bloke asks where the action is one more time I really do n't know what I 'll do,Metaphor
"the ebb and flow of free-market economics in the""metropolitan""countries is matched",Metaphor
Bell hopes to hit the right note again,Metaphor
he took a long shot with an arrow,Literal
forty winks at four and a rest before bedtime for the Sleepy Seals,Metaphor
Occasionally you stick to your guns,Metaphor
Self-confidence can be at a low ebb if you 've just been defeated,Metaphor
"I was going to say if we carve notches on the Trees, at least we sha n't go round in circles",Metaphor
They could be cut and dried for fuel and building materials,Literal
They are all cold-pressed virgin oils and should be kept in the dark and refrigerated,Literal
he felt as fit as a fiddle,Simile
Once upon a time there was a man who thought he could be a dragon-master,Metaphor
Their hand-in-glove co-operation has destroyed the final pretence of army neutrality,Metaphor
the gloves are off,Metaphor
Charlie was pure as the driven snow-,Simile
I bend over backwards not to give that kind of impression,Metaphor
"everybody 's fell for it hook, line and sinker",Metaphor
BT was technologically sluggish before the government put the frighteners on it,Metaphor
Could I be the belle of the ball ?,Metaphor
"a wall as clean as a whistle, without a scrap of vegetation",Simile
it was also the issue which secured a vital nail in the coffin of Britain 's nuclear dream,Metaphor
How could one ring a bell on a house door in respectable places like this ?,Literal
the ball is in your court. It 's time for you to decide,Metaphor
"There are plenty of people who know the ropes, willing to help",Metaphor
I wish you could have seen those first two lepidopteral visitors. They made my day,Metaphor
be rooshin ' on deck like a bull in a china shop ?,Simile
he 's only just beginning to get the hang of it now,Metaphor
"including Ramprakash, who has had a raw deal",Euphemism
she 'd never get her hands dirty helping in a kitchen,Metaphor
It was a schoolboy error from Long,Euphemism
that radiant older woman whose cherub skin seems to unfairly defy the hands of time,Personification
"He was""effing and blinding ''",Euphemism
who can already speak French and knows the Highway Code by heart,Metaphor
the Fourth Estate has been turning its prurient attention to the amours of Mr Phillip,Metaphor
"He squirmed uncomfortably on the damp stone, and tried to look on the bright side",Metaphor
he was beneath her dignity,Metaphor
calls from them tended to fall on deaf ears,Metaphor
"You might be prepared to make an exhibition of yourself, but I 'm afraid I 'm not so uninhibited",Euphemism
"If someone wants to duck and dive responsibility, so be it",Metaphor
Speak now before I rework it or forever hold your peace,Metaphor
I 'll never hear the end of it from Elle,Metaphor
From the bottom of my heart I thank you,Metaphor
"However, if you really get a bee in your bonnet over a particular car then buy it",Metaphor
give up the ghost,Euphemism
it also ran against the grain of English history,Metaphor
His presence will make things rather difficult for Canaris which will be all to the good,Metaphor
Was this forty thousand pounds a bolt from the blue ?,Metaphor
the treaty had been a dead letter for many years,Metaphor
the mouse was designed to fit like a glove,Simile
They were lost babes in the wood.,Euphemism
more or less at daggers drawn,Metaphor
He could sniff out the personal myth and make mincemeat of it,Metaphor
The underlying philosophy is that you have to be cruel to be kind,Paradox
of us can sit on the fence on this matter,Metaphor
"And even with a plea deal, he 's gon na do time",Euphemism
eat out of house and home,Metaphor
the name Norman does n't ring a bell,Metaphor
"HDS, which now has about ten sales staff, might be able to up the ante",Metaphor
I fly off the handle at supersonic speeds if I get the feeling of anyone being excluded,Euphemism
hold no brief for,Metaphor
She looked white as a ghost with blood spatter on her face,Simile
she might move the goalposts as soon as you leave the pitch,Literal
I just thought it was bound to give up the ghost,Euphemism
that 's right a pregnant pause is n't it ?,Personification
they did n't exactly hit it off,Metaphor
Ellen took Jed to casualty to have a cut above his eye stitched,Literal
His father had been under the weather,Euphemism
They must be out of the ark.,Euphemism
The latest follower of this school of thought is Robert D. Riggs,Metaphor
the response was to bury his head in the sand,Metaphor
it made his father to jump ship and seek a new life,Euphemism
the exhibition hit a nerve so raw that it has had the effect of a national purgatory,Metaphor
Pluralists try to have it both ways when interpreting the power significance.,Metaphor
They must have worked fast to get it together,Metaphor
Low self-esteem can be exacerbated by a sense of being a square peg in a round hole,Paradox
"If we do n't play his game, he 'll have to be more direct",Metaphor
Even if our monetary system does n't go belly up,Euphemism
I know I am cock of the walk,Metaphor
Trevor McMullan hit the jackpot from 20 yards,Metaphor
raind-drops fell out of a clear sky,Literal
Some dealers tried to convey the FALSE impression that the two markets were in cahoots,Metaphor
Plenty of food for thought in that,Metaphor
it 's the rich and powerful nations that call the tune around the world,Metaphor
"In group coding environments, having a common ordering cypher saves time. Time is money",Metaphor
Od said he took time by the forelock !,Personification
Cartoon villain are on the front line to take the fall,Metaphor
it was fuelled by the multinationals responding to the combination of carrot and stick,Metaphor
There was to be no eyeball-to-eyeball confrontation this time,Metaphor
The family poured cold water on the fire to put it out.,Literal
Quakers were easy meat at home,Metaphor
she 's sure to take the chequered flag,Metaphor
"when the chips are down, the power of the drug companies was simply more compelling than any appeal to the public welfare",Metaphor
you even have to acquaint yourself with the top-gun slang,Metaphor
They are the kind of psychotics who would think it is a big girl 's blouse.,Euphemism
"I 'm just a laugh a minute, Moses. You should keep me around and find out",Metaphor
The playing staff has been cut to the bone.,Metaphor
Another budget bites the dust,Metaphor
other parents here willl hopefully chime in with more tips,Metaphor
Last Thursday a couple of hussies climbed over it and sat on that fender as bold as brass,Simile
they enjoy building castles in the air,Euphemism
Niki was in the limelight,Metaphor
his performance lived up to the hype,Metaphor
I was being waited on hand and foot,Metaphor
enjoy luxury and decadence beyond your wildest dreams,Metaphor
We expect the one who sees and knows to point out the need to the one who is as blind as a bat,Simile
These are the sort of achievements and skills that you may have under your belt from being a member of such social groups,Metaphor
"It was a tradition in the Stavanger family to keep, through thick and thin, enough money to buy a new ship",Metaphor
Joan 's heart sank into her boots at that moment.,Euphemism
this is all you 've got so you 'd better make the best of it.,Metaphor
many of the strange calls at sea were the voices of whales.,Literal
we can go ahead and get cracking straight away,Metaphor
they grow like the clappers,Simile
those fans have suffered the frustration of supporting the team through thick and thin,Metaphor
She was way out of her league,Metaphor
there will not be an attempt to move the goalposts,Metaphor
It 's just modernity with bells on,Metaphor
we ate red herring,Literal
"he was wounded, awarded the MC, and twice mentioned in dispatches",Metaphor
"he was making a shot in the dark that, she feared, might be all too accurate",Metaphor
If you asked them the same question 10 years on they 'd sing a different tune,Metaphor
"Identify the niche, embrace the needs of your customer and above all, count your pennies.",Metaphor
Watching golf for me is like watching paint dry,Simile
"Dad interrupted,""they 're a laugh a minute down there",Metaphor
she 's always trying to get the better of us,Metaphor
"Now 48, Mr Ames realised at an early age that the nine to five routine was not for him",Metaphor
Gloucester Rugby Club 's semi-final got off to a flying start today,Metaphor
"she could answer that one straight off, no sweat",Metaphor
Lots of nice rich friends to give you commissions while you find your feet,Metaphor
if you just put your finger on there you 'll see how sticky it is,Literal
the Halifax used cheap and cheerful computer systems to centralise information-gathering,Metaphor
Wunmi offered me a fool 's gold,Metaphor
she is decidedly a class act,Metaphor
Will you make a habit of running your galleys on the rocks,Euphemism
You could find an independent ' Approved Building Inspector ' to fight your corner,Metaphor
What he meant was that you had to cover a lot of ground to find anything newsworthy,Metaphor
however high and mighty -- be they whoever -- no one will receive an amnesty,Metaphor
"If you intend to stay on for a PhD, you can attend them later. Otherwise, you 'll spread yourself too thin.",Metaphor
"Some argue that while this may be desirable, it is not possible ; it is pie in the sky, since it ignores reality.",Metaphor
the pool had a dead duck,Literal
Pain and nausea swept over him in waves that left him weak at the knees.,Metaphor
It appears the naughty boys were in the altogether,Euphemism
it looked as if it had seen better days,Euphemism
This may sound like cold comfort,Euphemism
the programme which she now leads was at that time a closed book to her,Metaphor
get your act together and reapply,Euphemism
They spend all they have to keep up appearances.,Metaphor
The icing on the cake is made of Sugar paste,Literal
by discussing sex and beauty in the altogether,Euphemism
a hanging offence,Metaphor
Camilla finally grabbed the brass ring,Metaphor
you are determined to stick to your guns,Metaphor
"she 'd collapsed and was on the floor, out for the count",Euphemism
Dolly had stirred up a hornets ' nest when she pinched the wallet,Euphemism
they both told her she shut her eyes to things she did n't like,Metaphor
one who holds fast the golden mean,Metaphor
"she was simply a new target, a figure of fun",Euphemism
Huddersfield were in full cry,Metaphor
The Fed and the Treasury are again at cross purposes,Metaphor
if I blow the gaff on Cedarcrantz,Metaphor
"If you have a bee in your bonnet, do join us.",Metaphor
In the U.S. we had to tighten our belt.,Metaphor
Do they think we were born yesterday ?,Metaphor
Paddock was almost in eclipse,Metaphor
Bill if you want to put your thinking cap on and not just march up and down,Metaphor
He aimed to break the mould of the multi-party system,Metaphor
"after promising to hit the ground running, people wonder why the President has become the leader of the Slow Is Beautiful Movement",Metaphor
Some of the nurses found it a nice little earner,Metaphor
the producer 's dubious deals had just blown up in his face.,Metaphor
"if that means blood on the carpet, then so be it.",Hyperbole
grand prix circus is getting ready to hit the road for another season,Metaphor
even in the dead of night,Metaphor
We must not pour cold water on horses after the exercise.,Literal
she put him clean out of countenance merely by looking,Metaphor
I wo n't have anything more to do with you lot till you give him the elbow,Euphemism
The 1987 Sunflowers tour hit the jackpot,Metaphor
The bomb blew up in his face.,Literal
"she, preferring to play the field and maybe trap a man whose heart was fancy free",Metaphor
he 's not willing to let bygones be bygones,Metaphor
It is no good you being a couch potato and having a Dobermann,Metaphor
Fox push Oakley to push the envelope again,Metaphor
"Besides, it does not have to cost an arm and a leg, if you use us !",Metaphor
First of all the grim reaper 's just a name for a fictional being,Personification
Ladies of easy virtue were shown as quite delightful young people,Euphemism
Pix is running on empty,Metaphor
Conference organisers have not been slow in jumping on the bandwagon,Metaphor
could you give an answer off the top of your head ?,Metaphor
"So I 'd assume, all things being equal, that if the premiums are the same then the benefit does n't increase",Metaphor
split roughly equally between building state-of-the-art chip factories and research and development.,Metaphor
I 've just advised them to stick to Billy Liar and a character-sketch and told them to hedge their bets,Metaphor
I 'm looking for that yellow-bellied man,Metaphor
The Rover accelerated round the bend on the road,Literal
the real Windsor villain is none other than the holier-than-thou Prince Philip,Metaphor
"You 're in her good books, said Mrs Khalid",Metaphor
the ins and outs are further removed from public comprehension,Metaphor
"Ann fundraisers pulled out all the stops to donate more than £1,500.",Metaphor
"However, she was beginning to feel her age and could not face an argument",Metaphor
I think the show was good because it covered a lot of ground,Metaphor
a far cry from 1940,Metaphor
Tim Henman 's inexplicable annual failure to bring home the bacon at Wimbledon !,Metaphor
The Mirror titles already operate close to the bone,Euphemism
the study of glacial processes and forms had been left out in the cold and poorly understood,Metaphor
like a cat on a hot tin roof,Simile
We 'll let bygones be bygones,Metaphor
She has it on good authority that there is a waiting list.,Metaphor
take liberties,Metaphor
keep your hands on the wheel For the man or woman in the fast lane,Literal
Barry and the communist Progressive Democratic Caucuases days are numbered,Euphemism
"Add the parsley, chopped tomato and saffron and turn up the heat",Literal
car makers will tell you they have similar projects on the drawing board,Metaphor
They vowed to fight to the bitter end to stop it.,Metaphor
as I said it was music to my ears,Metaphor
"British Airways, British Aerospace and Rolls Royce are all under a cloud at the moment",Euphemism
Russia was under the heel of German Imperialism,Metaphor
this is a case of hobson 's choice for her,Metaphor
"feeling slightly light-headed from the Dutch courage, Laura returned to the living-room",Metaphor
it has come under fire,Metaphor
the poor penetration of car headlights in a fog is caused by water droplets,Literal
they have n't taken drugs for donkey 's years,Metaphor
The official pronouncement was that they intended to fight fire with fire,Metaphor
He preferred to settle into the role of couch potato while Fergie did her own thing,Metaphor
It boils down to whether you think the extra features and quality are worth the extra money,Metaphor
they were unaware of a hornets ' nest under the tree,Literal
No sooner does one learn to avoid one station than another goes on the blink.,Metaphor
"She had to blot her copybook at the last minute like that, but we 'll forgive her - this once.",Euphemism
"if you took on a reasonable role in leading courses, and if you did n't blot your copybook by having a disciplinary charge levelled against you",Euphemism
Is Edmund pushing up the daisies ?,Euphemism
They must muddle through in a fog of grumble and contempt,Metaphor
they are taking a busman 's holiday,Metaphor
"he replied, with a grin like a Cheshire cat",Simile
she ran the show always,Metaphor
To lose a contest because you run out of gas in the fourth quarter is unforgivable,Metaphor
It seems clear that he knew he was living on borrowed time,Euphemism
you have hit the nail on the head with your reference to the registration,Metaphor
An unashamed culture vulture,Metaphor
Better to keep your eyes open,Metaphor
France has a persistent trade deficit with Germany and this is sometimes a bone of contention between the two countries.,Metaphor
I would n't wish to cross swords with her,Euphemism
where sport is a political football,Metaphor
And the second time in Norfolk you took a bullet in the right shoulder and only got away by the skin of your teeth,Metaphor
The last of the three propositions will make the orthodox evolutionist raise his eyebrows,Metaphor
you will be waited on hand and foot until you can cope for yourself,Metaphor
Reach for the skies with your first flying lesson and soar away into the wide blue yonder.,Metaphor
Semillon and Chardonnay have definitely hit the right note,Metaphor
"He may not fancy it, but it 's a safe bet that he would be the first man to do it.",Metaphor
I forgot completely and I 'm a little bit in the doghouse,Euphemism
The assault on Libya is all too conveniently timed to let Iran and Syria off the hook,Metaphor
she was pretty down in the dumps,Metaphor
Here was the nation 's party in full swing,Metaphor
she ran off like the clappers,Simile
We 've got to grasp the nettle,Metaphor
let me first applaud the coupling : it works like a charm,Simile
give him the elbow,Euphemism
"IBM, NCR Corp and SunSoft Inc also hopping on the bandwagon",Metaphor
Try to make the cut outlines as clean as possible,Literal
hey - in for a penny in for a pound - and we played catch up all the way round.,Parallelism
Local businesses jumped on the bandwagon,Metaphor
Scholars gathered wisdom and knowledge from the four corners of the world,Metaphor
John Bitumen is never one to sit on the fence,Metaphor
"They want to move the whole competition -- lock, stock and barrel",Metaphor
someone who knows the moor inside out,Oxymoron
she was on her last legs on this,Euphemism
"Is this the origin of the phrase""as thick as thieves""?",Simile
We surely did n't take it lying down,Metaphor
It was then that Lady Luck once more shone on Kylie,Personification
We 're about to break cover,Metaphor
"I think we made the right decision, but it is a grey area.",Metaphor
I do n't want to have a go,Metaphor
It was like throwing heresy in the face of a sacred cow,Metaphor
"After a switch to real race machinery, Bradl soon became known as a daring, go-for-broke rider",Euphemism
"Look here, boy, I was n't wet behind the ears",Euphemism
the silver variety came out many moons ago,Metaphor
"After the show, we went out to paint the town red",Metaphor
there was finally no other option - it had to go under the knife,Metaphor
So it 's full steam ahead to France,Metaphor
Delighted to see the enthusiasm for the England attack now that the boot is on the other foot.,Metaphor
"although all four teams put their heads together in the pub, there were almost as many theories as there were people",Metaphor
I found him almost out for the count,Euphemism
"Now, she she was the black sheep of the family.",Euphemism
"Opposed, he could breathe fire",Metaphor
Put your foot down now let me see,Literal
there was a new broom coming into the English Faculty at this period,Metaphor
start off on the right foot,Metaphor
I could tell you were taken aback by my approach,Metaphor
she knew every word by heart,Metaphor
"Keegan is ready to pull the plug on a 500,000 deal",Metaphor
"I am up to my ears in this, I 'm not going to take this another day",Metaphor
"Force Majeure means fire, explosion, flood, lightning, act of God",Euphemism
The Frenchman landed himself in hot water after Manchester United 's European Cup exit in Galatasary,Metaphor
It was hot and heavy work,Metaphor
It was suddenly as clear as day,Simile
where was death described as the king of terrors ?,Personification
they also held in contempt estate and travel agents,Metaphor
you have got to take your hat off to them,Metaphor
animals in the arctic walk on thin ice,Literal
