sentence,label
Now is the time to make a clean sweep of all the jobs you put off,Metaphor
I like to gild the lily by lacing the dough with almonds,Metaphor
"It wo n't be blood on the carpet, they forecast.",Hyperbole
He had made no less than thirteen troopers bite the dust.,Metaphor
Aaron and myself take it on the chin like the consummate professionals we are,Metaphor
the name Norman does n't ring a bell,Metaphor
she 's as dry as dust,Simile
many events did not even get off the ground,Metaphor
It was a close shave for Oxfordshire 's Janet Goodman and her fellow England Cricketers,Metaphor
there 's a piece of cake in front of us.,Literal
I would be the first to complain if I felt we were n't getting a fair crack of the whip,Metaphor
"With large-scale drilling operations, time is money. And that is probably not going to change on Mars",Metaphor
"These""accounts managers""are another smoke and mirrors jobbie",Metaphor
"The GPs are up in arms about it and a petition on the subject has more than 3,500 signatures.",Euphemism
the other sister away with the fairies,Euphemism
let 's have a go,Metaphor
Berlusconi does n't have the political capital to mend fences,Metaphor
a very famous director and a lot of money caught Jack on the hop,Metaphor
You 've got to be firm and know when to turn off from what could be a blind alley.,Personification
"I understand you are one of the best marksmen in Europe, he remarked as though apropos of nothing in particular",Metaphor
could you give an answer off the top of your head ?,Metaphor
"Do n't play hard to get, I 'm on the payroll",Metaphor
kill time,Personification
"Special""early bird""promotion between 8.30am and 10am",Metaphor
Ellen had to take Jed to casualty to have a cut above his eye stitched,Literal
"Certainly, regulators are urging banks to make a clean break with property.",Metaphor
"The Safrane, Renault 's direct replacement for the R25, aims to be the icing on the cake",Metaphor
We had to fight fire with fire,Metaphor
"you bought a Windsor piece… that cost a pretty penny, my dear.",Personification
Her work is different and always tries to break new ground.,Metaphor
the lads were at a low ebb somewhere on the ocean bed,Metaphor
Cricket 's young dragons learning to breathe fire,Metaphor
a certain amount of give and take,Metaphor
"Watching Forest in full flight, has always been a joy",Metaphor
let it all hang out,Metaphor
It was sink or swim for Noreen O'Neil,Metaphor
First it was Roland -- now which other Rat is hoping to make it big on breakfast TV ?,Metaphor
get the girl a certificate and she can work here till the cows come home,Metaphor
Playing old was child 's play compared with acting a woman,Metaphor
the powerhouse physiques are prone to get the better of him in escaping tackles.,Metaphor
It is difficult to know where to draw the line between knowledge and interference,Metaphor
The commonsense that made G. K. Chesterton say that Original Sin is as plain as a pikestaff.,Simile
the female can play her ace,Metaphor
dynamic and clean as a whistle,Simile
These execs were so grossed off by ordinary people having the brass neck to write to them,Metaphor
The time to cross the rubicon has come,Metaphor
it cuts no ice with him,Metaphor
Basinger suffered from an ego run amok,Euphemism
It is not enough for the Minister to pass the buck to the chief inspector of constabulary,Metaphor
you could talk about relative values till the cows come home,Metaphor
such a ginger group is necessary sometimes,Metaphor
they 've murdered poor old Donny. Killed him in cold blood,Metaphor
"Beautiful but hard as nails, she 'd thought then",Simile
"An unashamed culture vulture, she takes delight in illustrating her points",Metaphor
I do n't want to sit here holier than thou,Metaphor
Tim Hood took the chequered flag,Metaphor
Visitors to the Heritage Plaza can enjoy a bird 's eye view of the facilities,Metaphor
a man has to draw the line somewhere,Metaphor
love could move mountains,Metaphor
"You know our Aline, love, once she gets a bee in her bonnet",Metaphor
they were down in the dumps,Metaphor
it is hardly worth the paper it is written on,Metaphor
Lets not gild the lily,Metaphor
she enjoyed talking dirty,Euphemism
Charlton fans chew the fat about mid-table mediocrity,Metaphor
"it is a hard task trying to keep Bedford afloat but, sink or swim, he will be grateful",Metaphor
Cromwell cut the Gordian knot in every respect,Metaphor
the cowboy superstar is not about to throw in the towel,Euphemism
the old adage 'never cry over spilt milk ' just does n't apply when you 've spent 20 minutes making it,Metaphor
she is not about to tempt the Grim Reaper,Personification
"Surely, he will be for the high jump if it happens.",Metaphor
"You can use a food processor if you like, especially if you 're pressed for time",Metaphor
"This is right before 1 p.m., right at crunch time, I had a matter of minutes to get him in",Euphemism
I hear on the grapevine you can get your hands on the occasional salmon,Metaphor
"However, if you really get a bee in your bonnet over a particular car then buy it",Metaphor
by intensifying competition from Britain 's European rivals for a place in the sun,Metaphor
I was over the moon at the thought of showing my pals and class-mates a real American dollar,Metaphor
This fact not only influences central policy makers in their desire not to upset the apple cart,Metaphor
we want to thank you from the bottom of our hearts,Metaphor
the high and mighty only appear so because we are on our knees,Metaphor
DJP Barker and colleagues ' study puts a further nail in the coffin,Metaphor
he has n't been able to play his game,Metaphor
Then it 's back to the drawing board to start planning for next year 's show.,Metaphor
they have been breeding and there are lots of them all over the place,Literal
The battle for the hearts and minds of Scotland 's Catholics,Metaphor
he thought it would be very satisfying to get even with Wickham one day,Metaphor
"He wanted, from his own point of view, as much as he could get of the best of both worlds.",Metaphor
it remains one of the staunchest to hold the fort of bio-cultural diversity,Metaphor
He had completely forgotten that this was his twenty-first birthday and that he had finally come of age,Metaphor
"he turned out to be completely different Colin Chapman, up to his neck in sound bites",Metaphor
"Make no bones about it, they wo n't be interested in laying the scent.",Metaphor
she was too close for comfort,Metaphor
by the book,Metaphor
It might give us a head start,Metaphor
it puts WABI behind the eight ball as far as staying current with Windows development,Euphemism
That 's you in the doghouse now,Euphemism
wo n't they get bent out of shape ?,Euphemism
Only time will tell if we are successful,Personification
Same as walking on thin ice,Metaphor
"By hook or by crook, football is being called to account for the years of profligacy",Metaphor
We are pleased to be able to offer an early bird festival saver,Metaphor
hit the jackpot,Metaphor
"Armed with the Steamatic, there 's no need to get your hands dirty",Literal
Fido too is living in the lap of luxury in pet-crazy Britain.,Personification
at this time there is some grey area.,Metaphor
"If there had been a Thatcherite on the programme, it would have been blown out of the water.",Euphemism
They are both over the moon.,Metaphor
Fitch 's dialogue is as sharp as a needle.,Simile
it went down and out through the hole in the wall,Literal
Victorian paintings often sit cheek by jowl with a varied selection,Metaphor
it seems you have a chip on your shoulder,Euphemism
Campbell did make a hash of one challenge,Euphemism
Humans had become mere technical grist to the mill like any base metal,Metaphor
"The party was in a big house on Fulham Palace Road, and in full swing when we got there",Metaphor
Police are in a cleft stick with regards to the draconian and illogical Serious Organised Crime,Euphemism
young people who have come back from the mainland to work at the grass-roots level,Metaphor
Fender have certainly hit the nail on the head with this one,Metaphor
"So I bought a new broom this weekend, a lightweight angled household model.",Literal
Her female Spirit-Self simply seems to rise mysteriously like a phoenix from the ashes of patriarchal conditioning,Simile
I am not surprised to hear on the grapevine what the Government have in mind,Metaphor
what about the friendly stranger who suddenly comes too close for comfort in the car park,Metaphor
she is too clever by half,Euphemism
he was a man of action rather than of intellect,Metaphor
they like to put off the evil day,Metaphor
"Simon, get a life and some new cliches",Metaphor
Gispy Fiddler put Jonjo on cloud nine with a Royal Ascot win,Metaphor
my challenge in tournaments so often during this time had been to make the cut,Metaphor
clean as a new pin,Simile
Heka can breathe fire over this,Metaphor
his hand accidentally-on-purpose sliding the blanket from her.,Oxymoron
Moody 's took the shine off the news almost at once.,Metaphor
German unification when it came was by blood and iron.,Metaphor
It is a safe bet to assume this competition will present no problems for them,Metaphor
The girls came in from the cold and sat by a hot fire,Literal
this is no one-horse race,Metaphor
Some of these arguments are on all fours with other theistic arguments,Metaphor
Now the organisers are hoping to drum up support from local businesses,Metaphor
only once in a month of Sundays ? He retorted,Metaphor
it was the end of the road for former council chairman Archie,Metaphor
We get on like a house on fire -- now we no longer live together,Simile
it 's unlikely to be the last word on the issue of awards for injury to feelings,Metaphor
Things were in full swing,Metaphor
"Although they will take these to keep body and soul together, you are unlikely to achieve breeding success on such a diet",Metaphor
"Well -- kill two birds with one stone. Down into the Central Line, pick up abandoned newspapers and look for that advertisement.",Metaphor
"America 's going to be a hard nut to crack, though",Metaphor
she decided to shut her eyes to the glaring beam,Literal
"Some of those involved had quite a critical, holier-than-thou approach",Metaphor
the individual could work quicker and chop and change subject,Metaphor
One PR executive needs to hear on the grapevine that a light bulb will soon be changed,Metaphor
We have to win hearts and minds,Metaphor
well you cut your teeth on home security systems,Metaphor
"With staffing already cut to the bone, it was union members who would suffer the effects",Metaphor
do time,Euphemism
That 's my experience - does it ring a bell with you ?,Metaphor
he had a grin like a Cheshire cat,Simile
But you can be sure that you 'll have the time of your life,Metaphor
their penchant for the invention of bizarre new ways to tempt the grim reaper has filtered down to us,Personification
she 's gon na have to eat humble pie,Metaphor
draw a blank,Metaphor
He hoped to make it a fitting swan-song,Metaphor
it was an accident waiting to happen,Metaphor
This water should siphon up the inside of the cap and down the tube,Literal
by then the South West were home and dry,Metaphor
Practise speaking your answers out loud but do not learn them off by heart,Metaphor
they put off the evil day,Metaphor
Apparitions of Melody will blow the doors off.,Metaphor
she was dog-tired,Metaphor
Leeds dispatching mainly dead meat and Leicester and Norwich livestock,Literal
"She lies there in the dark, with her eyes open, keeping watch",Literal
all original research is always a shot in the dark,Metaphor
WIMBLEDON are set to roll out the red carpet and bring back their original Crazy Gang member Alan Cork,Metaphor
"Shame you had to blot your copybook at the last minute like that, Bernard, but we 'll forgive you - just this once !",Euphemism
BB was frowning upon his stance as a fly in the ointment,Euphemism
he suggested that it was almost home rule being delivered in one fell swoop,Metaphor
"You will not coax me into an indiscretion, so save your breath",Metaphor
there are n't many hills in Lincolnshire - it 's flat as a pancake,Simile
The waves pushed him along as he struggled to keep his head above water.,Literal
We have made him a good offer so now the ball is in his court,Metaphor
Mark was left with egg on his face,Euphemism
"In a free market, and all things being equal, the cheaper establishments should attract custom to the detriment of the more expensive ones",Metaphor
Vegetables play second fiddle to the juicy joint in this culinary custom,Metaphor
why do I have to be in on these crises ?,Metaphor
take liberties,Metaphor
in one fell swoop,Metaphor
"allowing me to""burn the midnight oil ''",Metaphor
the Government 's overriding concern that they should not lose face,Euphemism
the exquisitely torpid lovemaking which takes place right on the button every couple of months,Metaphor
the resorts need to move with the times,Metaphor
I won a silver medal for the high jump and gold for the relay,Literal
they are under a cloud,Euphemism
"The kiss of life, I hope ?",Metaphor
"like I said kick the bucket, the meaning of that idiomatically is just die",Euphemism
they can not kick the habit,Metaphor
The fire that engulfed it was both fast and furious,Literal
"Never give anyone a blank cheque : If you have to pay for something, but do n't know the price, write not more than x pounds",Literal
dos and don'ts,Metaphor
I hope she will go and kick the bucket,Euphemism
The final straw came when two prospective clients became the latest victims of crime.,Metaphor
the terms make other studios green with envy,Metaphor
We know that in this day and age it 's unworkable,Metaphor
The latter has said that he could not necessarily turn a blind eye to this,Metaphor
"I 've been around a bit, I 've learned a thing or two, I know the score.",Metaphor
It all sounds a bit rich to me,Irony
"I would listen to the criticism, take it on the chin and then forget about it",Metaphor
"Someone suggested he should go out and read the Riot Act, but he declined",Metaphor
in the heat of the moment it was mistakenly thought to have been dipped in blood,Metaphor
"he will play Saint Polycarpe, that obscure Bishop of Smyrna, martyred in the nick of time at the age of ninety-five",Metaphor
Nick Matthew admitted that he was running on empty as he went down to Welsh warhorse,Metaphor
Fairies are reported to be thick on the ground living in grassy mounds,Metaphor
it may cause you to burn the midnight oil,Metaphor
Philip Haynes said an all-singing all-dancing banking service could follow,Metaphor
out on your ear,Euphemism
the apple of your eye,Metaphor
"Long-term partnerships are emphasised replacing the calculative""dog eat dog""model",Metaphor
You have done everything by the book.,Metaphor
better than one in eclipse,Metaphor
"most are usually male, aged 18-25 who are cut off in their prime",Euphemism
the grace of God being available for all and sundry,Metaphor
"If you have an axe to grind, contact British Dressage ( BD ) Finance Director Clare",Metaphor
people in the North turned over a new leaf,Metaphor
they should not stand on ceremony and overtly assert their authority,Metaphor
It is so dense and heavy as to sound like nothing on earth,Metaphor
"regarded the house as a white elephant, being too far away and too cold for weekend breaks",Euphemism
the spirited kid who used to wear a badge proclaiming born to raise hell,Metaphor
if this committee decides to take a hand in pushing environmental issues forward,Metaphor
they have friends in high places,Metaphor
Cocoa is the goose that lays the golden egg,Metaphor
they showed their TRUE grit,Metaphor
you ca n't go out there like a bull in a china shop.,Simile
His recreational hours were spent driving at great speed,Literal
Piper knows Benn is prone to run out of gas if he ca n't get through in the early rounds,Metaphor
"We are all tired, and have cold feet and hands",Literal
"the UK and US, appear to be speaking with forked tongue",Euphemism
we had it straight from the horse 's mouth that we would be getting new players in exchange,Metaphor
one that has been at East Challow since the year dot,Metaphor
money talks,Personification
she was happy to dish the dirt about them,Metaphor
It 's just a little gel that you put in the palm of your hand,Literal
They live hand to mouth,Metaphor
on top of the world,Metaphor
Once upon a time he had read a quite terrifying number of books,Metaphor
he made his appearance with slightly more than a little Dutch courage,Metaphor
"As to that cost, a little bird told me that Opecprime may face a bill for £ 100k from Discain.",Personification
the lads have it easy,Metaphor
feeding the dirty sexual desires of the great and the good who back him,Metaphor
I am sharp as a needle.,Simile
a new vigour of determination to overthrow the ruthless regime of blood and iron imposed by Prussian arrogance,Metaphor
"When I asked for the manger 's card, our waiter turned white as a ghost.",Simile
Get off the ground ! Would you please stop,Literal
the association will see that as a cash limit and cry foul,Metaphor
it is not all plain sailing for individuals seeking to make their mark,Metaphor
I did try to have forty winks in the sun,Metaphor
"Me, I 'm a glutton for punishment",Metaphor
I 'm up to my ears in work here,Metaphor
it would cramp his style with Gloria,Euphemism
Leo Burnett Practice Managing an advertising agency is n't all beer and skittles,Metaphor
You ca n't bury your head in the sand and hope everyone else sorts it out,Metaphor
the groom 's family needs to put their foot down on the matter,Metaphor
"of course, I would n't blow the gaff",Metaphor
McNamara already had the first spot in the bag.,Metaphor
he never drank and certainly did n't go a bundle on gambling,Metaphor
"I 'll be right back. Mm. Hold the fort, will you ?",Metaphor
"Rather than make changes to aerodynamic efficiency to reduce speeds, why not go the whole hog and kill two birds with one stone ?",Metaphor
that is a counsel of perfection or something is n't it ?,Metaphor
"in order to divert them from the partying, kiss-and-make-up affair that absorbed them",Metaphor
bribing officials to dig up dirt on me,Metaphor
Ten millennia of history will have been sacrificed to gardeners who must keep up with the Joneses,Metaphor
having to learn the ropes takes time,Metaphor
These five steps are a counsel of perfection,Metaphor
"Faldo, perhaps above all, will be hoping to turn over a new leaf",Metaphor
"everyone was on site early the next morning, bright-eyed and bushy-tailed",Metaphor
"The red carnations are a bit of an embarrassment, a fly in the ointment",Euphemism
beer and skittles,Metaphor
The baby has gone past the sell-by date given by the hospital,Metaphor
That do-or-die Davy Blooming Crockett spirit,Metaphor
"Whatever happened between you two, why do n't you just kiss and make up",Metaphor
where children are collected at the end of the day,Literal
follow in his footsteps,Metaphor
a kind of Die-hard library where the ultra-right could study the socialist menace,Metaphor
"A supermarket assistant, in cahoots with a customer, wrapped goods and deliberately understated the price",Metaphor
they are hoping to drum up support,Metaphor
"you 're almost beside yourself, as you 're trying to use up all that adrenaline",Metaphor
"Well, it 's the university of life",Metaphor
I wish you could have seen those first two lepidopteral visitors. They made my day,Metaphor
The man of blood and iron appeals to their perceptions.,Metaphor
The story was used to drum up support,Metaphor
Bill Oddie would be in seventh heaven,Metaphor
In the nick of time he saw the yellow triangular patch on the shoulder,Metaphor
a deliberate attempt by the US and the agri-business industry to extract compensation from the EU and fire a warning shot across the bows of developing nations,Metaphor
I made a schoolboy error,Euphemism
they could privately give vent to their grief at the loss of that larger-than-life figure,Metaphor
"I knew that, in the cold light of day, he held all the aces",Metaphor
everybody thinks I have it easy,Metaphor
St Lucia comes under the microscope,Metaphor
"This place, it gives me the creeps",Metaphor
Oh that was a pregnant pause was it ?,Personification
He took to schoolmastering like a duck to water,Simile
She drove like the deuce to end,Simile
Funds for major projects and programmes have been approved virtually on the nod,Metaphor
You sound as if it 's all in a day 's work,Metaphor
You could find an independent ' Approved Building Inspector ' to fight your corner,Metaphor
I was intrigued not so much by technological bells and whistles,Metaphor
"She 's so scared, she 'd jump at her own shadow",Literal
Confidence men always have an eye for extra exits,Metaphor
"Struggling peasants they 'd be for the most part, trying to keep body and soul together in difficult times",Metaphor
he laid a finger on the sore,Literal
"neither Starsky nor Hutch are married, they play the field",Metaphor
"Come now, pet, let 's kiss and make up and I 'll tell you about him",Metaphor
Likewise the best time to buy a share is when it is in the doghouse,Euphemism
"George Marsh, managing director, said that housebuilding was now""bumping along the bottom ''",Metaphor
"He 'd just well have to do what Edouard said, and go back to Algeria with his tail between his legs.",Metaphor
Felix yelled - England 's as dead as a doornail,Simile
Captain Chiropodist put his best foot forward in Cleveland yesterday,Metaphor
under the heel of a ruthless absolutism,Metaphor
"What, so you 'd be sick as a parrot ?",Simile
I was able to cross the floor unchallenged & deposit a pint of Guinness on PR 's table,Literal
"by and large, the working class accepted their circumstances",Metaphor
I 'm as common as muck,Simile
Karyo has set Liu up to take the fall for a brutal killing he himself carried out,Metaphor
Users can reportedly modify the workflow process on the fly,Metaphor
Will Toadie sell out his ethics and take the fall for Tim Collins ?,Metaphor
Reach for the skies with your first flying lesson and soar away into the wide blue yonder.,Metaphor
"Hobson 's choice really, so I had both",Metaphor
the right rear tyre was as flat as a pancake,Simile
"Also pushing up the daisies, is Chocoholic 's dream",Euphemism
"When I touched him on the shoulder and warned him to come quietly with us, he answered us as bold as brass",Simile
They would n't keep her in the dark,Metaphor
We bend over backwards to be fair.,Metaphor
Carrie was in two minds about the situation,Metaphor
"And then of course, he 's so in love with nature and animals you ca n't help but sweat bullets with him.",Metaphor
he used to be the big cheese over here,Metaphor
there is no intention to kick over the traces,Metaphor
he has been driving since the year dot,Metaphor
"a fast and astute runner with the ball, hard as nails in driving play",Simile
a fair crack of the whip,Metaphor
go up the ladder like the deuce with it,Simile
heads could roll if this story ultimately fails to make the grade,Metaphor
a cut above,Metaphor
the local Party authorities were helped in their divide-and-rule policy,Metaphor
Still warm but dead as a dodo,Simile
at one point one of his children had tried to persuade him to throw in the towel.,Euphemism
We have got to stamp out this sort of thing or it will spread like wildfire,Simile
Self-confidence can be at a low ebb if you 've just been defeated,Metaphor
we are quite prepared to keep open house till after that,Metaphor
does the name Rosenstein ring a bell ?,Metaphor
It 's just attached to the letter,Literal
"In a brief moment of truth, we speak, when sentencing criminals",Metaphor
He suddenly risked losing the crowning glory,Metaphor
The world 's gone mad and the year 's gone like a dose of salts,Simile
just reaching the safety of the road ahead before a black saloon appeared. Bit of a close shave,Metaphor
"other""Black Robes""were shortly to follow in his footsteps",Metaphor
it is women who must bear the brunt of caring for the ill,Euphemism
some will think that revisiting this incident a total waste of time and not worth the candle,Metaphor
the rebels have time on their side and will be in no hurry to launch a fresh offensive,Metaphor
It could blow up in his face if the Wallabies made a separate tour.,Metaphor
"he claimed it would be a""piece of cake ''",Metaphor
Internet Internet Cafes in New Zealand seem to breed like rabbits so internet access is cheap,Simile
she sat under a shade but an object was hanging over her head,Literal
it could be said it was like taking coals to Newcastle,Euphemism
she had been over the moon when she 'd been approached and offered this wonderful opportunity,Metaphor
rise like a rocket,Simile
eat humble pie,Metaphor
I would try and burn the candle at both ends,Euphemism
it must have caused Hollywood to have a sacred cow,Metaphor
They seem like a match made in heaven,Metaphor
the people who are suffering do n't have time on their side,Metaphor
"I 'd got his bag through my friend Dicky Powell, and I wanted to make the best of it.",Metaphor
Dresses and toiles had to fit like a glove and it was her duty to see this achieved,Simile
you have to have the courage of your convictions,Personification
which turned Maria Candida as white as a sheet,Simile
"local education authorities are, by and large, free",Metaphor
it 's the kind of thing that 's pretty much a dime a dozen,Metaphor
I went on without Dutch courage,Metaphor
Look at the eager beaver combing his hair,Metaphor
One buck gets you ten that he 'll be eating out of your hand by the second beer,Metaphor
No one who raises doubts is an appeaser or a faint heart.,Metaphor
"We must consider men as if, like mushrooms, come to full maturity",Simile
Billy Connolly freely admitted he was not in fact a culture vulture,Metaphor
"walk away from it, bury your head in the sand",Metaphor
If standards are set in concrete,Metaphor
But SSOs that persist in this pattern are living on borrowed time.,Euphemism
All my efforts were concentrated on keeping up appearances during those two hours,Metaphor
there 's always someone who wants to make a mountain out of a molehill,Metaphor
"director of Friends of the Earth said, It takes two to tango",Metaphor
The morning was sharp as a needle but bitterly cold.,Simile
"She tried to move her newly issued body,. but could n't get the hang of it",Metaphor
It 's just another AOL/Yahoo/Myspace portal that had its brief day in the sun,Metaphor
not worth the candle,Metaphor
Gaza withdrawals are a dime a dozen,Metaphor
It suited some down to the ground,Metaphor
Furry coats can mean it 's a dog 's life in hot weather,Euphemism
Even the 1961 A10 is as bright as a button,Simile
Cross my heart and hope to die,Metaphor
Signatories to the letter included Sir Tom Cowie,Literal
Evangelicals will be allowed to get a foot in the door,Metaphor
it was now a dead letter,Metaphor
Advice : keep at arm 's length.,Metaphor
is n't it time to cut your losses and simply sell the company ?,Metaphor
The money -- a drop in the ocean to KPMG -- is hardly big,Metaphor
Soft skills to help your career hit the big time,Metaphor
"old students who had come to pay their respects, arrived after he had begun",Metaphor
"I brought you the papers, and, being the trusting fellow you are, you made no bones about signing them.",Metaphor
it was a drop in the ocean,Metaphor
my belief would be that three or four weeks of intensive work would break the back of it,Personification
And now for something completely different : cheap and cheerful claret,Metaphor
the real Windsor villain is none other than the holier-than-thou Prince Philip,Metaphor
Hard-bitten journalists hot on the heels of a sensational story,Metaphor
Gilfach Iago and Inclino Top continued like clockwork and gave us no surprises,Simile
"Well, not for a king 's ransom would she return to the kitchen",Metaphor
obviously they cut no ice with a Conservative government,Metaphor
This was surely one in the eye for Alice,Euphemism
Turn left and follow your nose to the spice souq for an impressive array,Metaphor
"places are like gold dust, especially in London",Simile
overseas subsidiaries knew that they had to Keep their eye on the ball,Metaphor
they can duke it out in an exciting game,Metaphor
It is located under the rose window over the Fifth Avenue entrance.,Literal
People are fed up to the teeth of turning on their TV sets only to hear the same drivel,Metaphor
you can pick up some very useful tricks of the trade,Metaphor
win hands down,Metaphor
The wheel had come full circle since the heady days of expansion,Metaphor
they thought he had a square deal,Metaphor
He will have to help her search for a place in the sun.,Metaphor
The government is obviously trying to muddy the waters,Metaphor
"Well it 's""easy come, easy go""in those places",Parallelism
Oxford was its heart and soul,Metaphor
A travel iron is useful for keeping up appearances on holiday.,Metaphor
"I know, I know, it 's early days, as you said",Metaphor
he is confident the side will come up with the goods this time,Metaphor
it is on all fours with that in section 882,Metaphor
In the cold light of day it seems incredible that I toppled to my knees,Metaphor
They are constantly taking place in the sun.,Literal
A long-shot bet at the moment could have Mains Leslie and Thorburn as the 1992 panel,Metaphor
"a happy extrovert, who threw money about as if there was no tomorrow",Simile
he covered a lot of ground,Metaphor
If our local museums are also to come in from the cold,Metaphor
a busman 's holiday to a craftsman carpenter,Metaphor
Power to appoint is power to divide and rule,Metaphor
the Copernican Revolution did not take place at the drop of a hat,Metaphor
You know the American dream is to do with ideals,Metaphor
Are you admitting I 've hit the nail on the head ?,Metaphor
You see that we hold all the cards,Metaphor
it 's resounding clean up your act and clean up your code,Metaphor
He was visibly taken aback by the confrontational testimony from an LAPD narcotics officer,Metaphor
"The skinheads and punk rockers, sensing easy meat, mixed with the crowd",Metaphor
taking advantage of their clients must be like shooting fish in a barrel,Simile
jump ship,Euphemism
If I were you I 'd go the whole hog,Metaphor
It is Mr Bush 's foreign policy crowning glory less than four weeks before he hands over,Metaphor
"So you 'll need to make yourself scarce for a time, wo n't you ?",Metaphor
I want to do well for the club but I seem to be heading up a blind alley,Personification
"They came from the four corners of the world, east and west, north and south, and they spoke many languages",Metaphor
"Thank heaven, the old man was as blind as a bat, and did not claim my acquaintance.",Simile
at the eleventh hour,Metaphor
in eclipse,Metaphor
The United States and the International Monetary Fund have given Argentina the benefit of the doubt and lent it money.,Metaphor
When was the last time you bought a new broom ?,Literal
Cheryl had passed her Semaphore Challenge with flying colours,Metaphor
Getting a kick in the pants from Ben has lit a fire under me,Metaphor
they were dog-tired,Metaphor
it 's on the edge of your seat,Literal
A cuckoo in the nest of the communications industry,Euphemism
soft green light reflected from the water,Literal
Mr D BOWIE has finally been brought to book for his current misdemeanours.,Metaphor
You seem fit as a fiddle,Simile
Charlie was pure as the driven snow-,Simile
"His words gave her a slight shock as they sent tingles of pleasure through her, but she knew she must not allow them to go to her head",Metaphor
"If ever there was a case for the old adage""horses for courses '',""Strip Search""was it !",Metaphor
One of the many issues young people have to address in the aftermath of courtship is that they and their partners have feet of clay,Euphemism
The future Lord Chancellor promised : to back him through thick and thin.,Metaphor
The Achym family themselves had friends in high places,Metaphor
to a fault,Metaphor
going ahead in burning of our finite natural gas resources like there is no tomorrow,Simile
Martina had to pay through the nose for it,Metaphor
I always found that if you had a heart to heart with the opposition you could probably gain something,Metaphor
This will give you a head start,Metaphor
a badger survey conducted by a non-expert is not worth the paper it 's written on,Metaphor
It is not all beer and skittles living next to a small stream,Metaphor
IBM Corp still has an uphill fight to win over the hearts and minds that are presently in the Microsoft Corp camp,Metaphor
"Everything moveable was taken out, every nook and cranny probed",Metaphor
the die is cast,Metaphor
foreign tycoons pay through the nose to hear Lady Thatcher spout her economic theories,Metaphor
Just make sure that you do n't push your luck,Metaphor
"does the elder brother become the family black sheep,",Metaphor
The orthodox cut the Gordian knot by disassociating themselves from the sale of alcoholic liquors,Metaphor
You 'll have to do the honours,Metaphor
ensure we get the show on the road,Metaphor
manage to keep your chin up during this trying time,Metaphor
scientifically originated concepts are some son of cuckoo in the nest of traditional common sense,Euphemism
me and mum was in fits because he 'd even ironed the socks,Metaphor
That name seems to ring a bell,Metaphor
Lady Luck descended on her golden kangaroo,Personification
"She put you straight, now you 're trying to move the goalposts.",Metaphor
"With any breed, there 's going to be a rotten apple in the barrel",Metaphor
Ade whistled in the dark after the lights went out.,Literal
"I was the black sheep, you see, and Aunt Pamela did n't want the neighbours suspecting I was my father 's son.",Euphemism
the police will demolish his story… the story that he and Lou have cooked up together,Metaphor
To show the world how many princes felt it worth their while to dance attendance on him,Metaphor
sick as a dog,Simile
I would suggest that you do n't hold your breath,Euphemism
time will tell,Personification
Wilko may be in the frame,Euphemism
"this is a difficult field for research, but the time is ripe for active scientific investigations.",Metaphor
Her work was in eclipse for most of the twentieth century,Metaphor
this is the ideal event to get your feet wet,Metaphor
Glacier walking is a piece of cake,Metaphor
the brass neck of Irish politicians.,Metaphor
should we move the goalposts if it begins to rain ?,Literal
it 's easier for users to hedge their bets by making their new mainframe applications migratable,Metaphor
he quickly mounted it and rode like the clappers,Simile
"They return to LA, to lie under the heel of Charlie",Metaphor
you will need at least 3 attempts if you follow your nose and employ trial and error,Metaphor
hold the fort until a couple of the better players show up,Metaphor
plans to protest about the exclusion hit a brick wall last night,Metaphor
the contest was full of ebb and flow,Metaphor
You look as white as a sheet,Simile
which in the event developed into something of a busman 's holiday,Metaphor
I do n't like sharp teeth and prefer to give them a wide berth,Metaphor
"He had to be kept at arm 's length, because of Victoria, and because of the other three nurses.",Metaphor
the speculators have tasted blood.,Metaphor
you have to fight and jump through hoops,Metaphor
"It was such an odd expression, coming apropos of nothing, that it quite startled me.",Metaphor
management of the health service has become something of a political football,Metaphor
You 've certainly set us a hard act to follow,Metaphor
"a former Commonwealth finalist, failed to make the cut",Metaphor
Is that on the cards,Metaphor
Cuba issued a call to arms in support of the people of Panama against ' imperialist aggression '.,Euphemism
"from now until the year dot, they will have to manage",Metaphor
they have become the happy hunting ground of activists,Metaphor
the Empire was at a low ebb,Metaphor
Competition within the white collar section is another nail in the coffin,Metaphor
Bradford should have been dead and buried as Tommy Jones hit the post,Metaphor
"most are free, warm and clean as a whistle",Simile
people go for their evening stroll dressed to the nines,Metaphor
Indeed the only blips on the horizon are the reluctance of the natural trumpets,Metaphor
it made him feel really hot under the collar,Metaphor
the deceptions and the half-truths which hitherto had veiled the naked truth of the case,Personification
She had to be kept at arm 's length.,Metaphor
The fuel gauge had gone on the blink shortly after the start,Metaphor
Pete 's been pacing the Xfm studio like a cat on a hot tin roof,Simile
long time no see,Metaphor
A hostile Public Prosecutor would make mincemeat of her,Metaphor
so I should save your breath,Metaphor
"while you are bumbling about, with your head in the clouds, do n't forget to enjoy the likes of the humble common frog",Euphemism
leaving her sister to face the music with their parents,Euphemism
This must strike a chord,Metaphor
That would get you in her good books !,Metaphor
When I was first invited there I must admit my heart sank into my boots.,Euphemism
My husband had a wicked sense of humour and had to have the last laugh in life and death,Metaphor
